in individual
loaded all graphs
Implication, Type Errors Model,Def/Use Model,Errors Model,NestedIfDefModel Errors Model,Parsing Errors Model,
__CONFIG_MIPS_ISA_2__ => __TARGET_mips__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_AVR32_AP7__,0,0,0,0,0,
__SUPPORT_LD_DEBUG_EARLY__ => __HAVE_SHARED__,0,0,0,0,0,
__TARGET_alpha__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_cris__,0,0,0,0,0,
__UCLIBC_HAS_FOPEN_EXCLUSIVE_MODE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_GETTEXT_AWARENESS__ => __UCLIBC_MJN3_ONLY__,0,0,0,0,0,
__UCLIBC_HAS_CTYPE_CHECKED__ => __UCLIBC_HAS_CTYPE_TABLES__,0,0,0,1,0,
__UCLIBC_HAS_TZ_CACHING__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_sparc__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__TARGET_h8300__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __FORCE_SHAREABLE_TEXT_SEGMENTS__,0,0,0,0,0,
__UCLIBC_UCLINUX_BROKEN_MUNMAP__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_WCHAR__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_WINCHIP2__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__CONFIG_MIPS_ISA_4__ => __TARGET_mips__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __HAVE_NO_PIC__,0,0,0,0,0,
__CONFIG_386__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__TARGET_hppa__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__TARGET_nios2__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__UCLIBC_HAS_FULL_RPC__ => __UCLIBC_HAS_NETWORK_SUPPORT__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_COMPAT_RES_STATE__,0,0,0,0,0,
__CONFIG_SH2__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__CONFIG_SH2A__ => __TARGET_sh__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_GENERIC_386__,0,0,0,0,0,
__UCLIBC_HAS_UTMPX__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_STDIO_BUFSIZ_2048__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__LDSO_PRELOAD_FILE_SUPPORT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_E500__ => __TARGET_powerpc__,0,0,0,0,0,
__CONFIG_686__ => __TARGET_i386__,0,0,0,0,0,
__UCLIBC_BUILD_RELRO__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_DOWNLOAD_PREGENERATED_LOCALE_DATA__ => __UCLIBC_PREGENERATED_LOCALE_DATA__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_LINUX_SPECIFIC__,0,0,0,0,0,
__TARGET_nios__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__CONFIG_SH2A__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_K7__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__CONFIG_SH5__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__CONFIG_MIPS_ISA_MIPS64__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_nios__,0,0,0,0,0,
__PROPOLICE_BLOCK_SEGV__ => __UCLIBC_HAS_SSP__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_OBSOLETE_BSD_SIGNAL__,0,0,0,0,0,
__LDSO_STANDALONE_SUPPORT__ => __HAVE_SHARED__,0,0,0,0,0,
__CONFIG_CRIS__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__PROPOLICE_BLOCK_ABRT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __SSP_QUICK_CANARY__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __SUPPORT_LD_DEBUG_EARLY__,0,0,0,0,0,
__TARGET_frv__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__LINKRELAX__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__CONFIG_SPARC_V9B__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__CONFIG_GENERIC_386__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__TARGET_e1__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__CONFIG_SPARC_V7__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_H8S__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__TARGET_sparc__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_TLS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __DOSTRIP__,0,0,0,0,0,
__UCLIBC_PREGENERATED_LOCALE_DATA__ => __UCLIBC_HAS_CTYPE_TABLES__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_e1__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FPU__,0,0,0,0,0,
__COMPILE_IN_THUMB_MODE__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_LIBNSL_STUB__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_LOCALE__,0,0,0,0,0,
__CONFIG_MIPS_N64_ABI__ => __TARGET_mips__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_REGEX_OLD__,0,0,0,0,0,
__CONFIG_E500__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__UCLIBC_FORMAT_DSBT_ELF__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__CONFIG_SH4__ => __TARGET_sh__,0,0,0,0,0,
__CONFIG_PENTIUM4__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_DSBT_ELF__ => __DOPIC__,0,0,0,0,0,
__CONFIG_GENERIC_C6X__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_SPARC_V8__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__CONFIG_H8S__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__UCLIBC_FORMAT_FDPIC_ELF__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_SUPPORT_AI_ADDRCONFIG__,0,0,0,0,0,
__CONFIG_CLASSIC__ => __TARGET_powerpc__,0,0,0,0,0,
__UCLIBC_HAS_GLIBC_CUSTOM_STREAMS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_SUSV4_LEGACY__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_CLASSIC__,0,0,0,0,0,
__UCLIBC_HAS_GNU_ERROR__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_CRUSOE__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__CONFIG_TMS320C64X__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__TARGET_h8300__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__UCLIBC_HAS_LIBUTIL__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__UCLIBC_HAS_XLOCALE__ => __UCLIBC_HAS_WCHAR__,1,1,1,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_CYRIXIII__,0,0,0,0,0,
__UCLIBC_HAS_STDIO_BUFSIZ_4096__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_K7__,0,0,0,0,0,
__TARGET_c6x__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_RESOLVER_SUPPORT__,0,0,0,0,0,
__TARGET_i386__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__EXTRA_WARNINGS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_FULL_RPC__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_GRP_BUFFER_SIZE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __USE_BX__,0,0,0,0,0,
__LDSO_PRELINK_SUPPORT__ => __HAVE_SHARED__,0,0,0,0,0,
__CONFIG_PENTIUMII__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__UCLIBC_HAS_CRYPT_STUB__ => __UCLIBC_HAS_CRYPT__,0,0,0,1,0,
__TARGET_vax__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_SH2__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__TARGET_powerpc__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_STDIO_SHUTDOWN_ON_ABORT__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_CTYPE_ENFORCED__,0,0,0,0,0,
__UCLIBC_HAS_CRYPT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_K7__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_LOCALE__ => __UCLIBC_HAS_WCHAR__,1,1,1,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_CRISV32__,0,0,0,0,0,
__ARCH_LITTLE_ENDIAN__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_REALTIME__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__ARCH_HAS_NO_SHARED__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__UCLIBC_HAS_GLOB__ => __UCLIBC_HAS_FNMATCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_GENERIC_C6X__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_i960__,0,0,0,0,0,
__CONFIG_WINCHIP2__ => __TARGET_i386__,0,0,0,0,0,
__UCLIBC_HAS_REENTRANT_RPC__ => __UCLIBC_HAS_RPC__,0,0,0,0,0,
__LDSO_BASE_FILENAME__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_v850__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__LDSO_LD_LIBRARY_PATH__ => __HAVE_SHARED__,0,0,0,0,0,
__UCLIBC_HAS_SCANF_LENIENT_DIGIT_GROUPING__ => __UCLIBC_HAS_LOCALE__,0,0,0,0,0,
__ARCH_ANY_ENDIAN__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FNMATCH__,0,0,0,0,0,
__UCLIBC_HAS_FTW__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_SSP__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __DESIRED_TARGET_ARCH__,0,0,0,0,0,
__MALLOC_STANDARD__ => __ARCH_USE_MMU__,0,0,0,0,0,
__LDSO_STANDALONE_SUPPORT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__LDSO_PRELOAD_FILE_SUPPORT__ => __HAVE_SHARED__,0,0,0,0,0,
__CONFIG_386__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__CONFIG_CRISV32__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_MALLOC_DEBUGGING__,0,0,0,0,0,
__LDSO_NO_CLEANUP__ => __HAVE_SHARED__,0,0,0,0,0,
__CONFIG_ARM_EABI__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__TARGET_vax__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__TARGET_h8300__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__UCLIBC_HAS_GNU_GLOB__ => __UCLIBC_HAS_FNMATCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_BUILD_NOEXECSTACK__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_MIPS_ISA_4__,0,0,0,0,0,
__UCLIBC_HAS_TLS__ => __UCLIBC_HAS_THREADS__,1,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_BACKTRACE__,0,0,0,0,0,
__CONFIG_AVR32_AP7__ => __FORCE_SHAREABLE_TEXT_SEGMENTS__,0,0,0,0,0,
__UCLIBC_SUPPORT_AI_ADDRCONFIG__ => __UCLIBC_USE_NETLINK__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_GETTEXT_AWARENESS__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FOPEN_CLOSEEXEC_MODE__,0,0,0,0,0,
__UCLIBC_HAS_THREADS_NATIVE__ => __UCLIBC_HAS_THREADS__,1,0,0,0,0,
__HAVE_NO_PIC__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__CONFIG_H8300H__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__TARGET_alpha__ => __UCLIBC_HAS_LFS__,0,0,0,0,0,
__CONFIG_586__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__UCLIBC_HAS_WORDEXP__ => __UCLIBC_HAS_GLOB__,0,0,0,0,0,
__CONFIG_SH3__ => __TARGET_sh__,0,0,0,0,0,
__CONFIG_586MMX__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_MJN3_ONLY__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_586__,0,0,0,0,0,
__UCLIBC_DYNAMIC_ATEXIT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__LDSO_SEARCH_INTERP_PATH__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_RPC__ => __UCLIBC_HAS_SOCKET__,0,1,0,0,0,
__CONFIG_NEHEMIAH__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__UCLIBC_FORMAT_FLAT_SEP_DATA__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_WINCHIP2__,0,0,0,0,0,
__UCLIBC_PRINTF_SCANF_POSITIONAL_ARGS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_FNMATCH_OLD__ => __UCLIBC_HAS_FNMATCH__,0,0,0,0,0,
__TARGET_avr32__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_mips__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_HEXADECIMAL_FLOATS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __HAVE_NO_SSP__,0,0,0,0,0,
__CONFIG_MIPS_ISA_2__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_ADVANCED_REALTIME__ => __UCLIBC_HAS_REALTIME__,1,0,0,0,0,
__UCLIBC_MJN3_ONLY__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_SOCKET__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_GNU_GETSUBOPT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_RESOLVER_SUPPORT__ => __UCLIBC_HAS_NETWORK_SUPPORT__,0,0,0,0,0,
__UCLIBC_HAS_RESOLVER_SUPPORT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_REGEX_OLD__ => __UCLIBC_HAS_REGEX__,0,0,0,1,0,
__SSP_QUICK_CANARY__ => __UCLIBC_HAS_SSP__,0,0,0,1,0,
__CONFIG_486__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__COMPAT_ATEXIT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __DOASSERTS__,0,0,0,0,0,
__CONFIG_TMS320C64XPLUS__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__CONFIG_MIPS_ISA_3__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_FPU__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FULL_RPC__,0,0,0,0,0,
__UCLIBC_HAS_THREADS_NATIVE__ => __UCLIBC_HAS_TLS__,1,0,0,0,0,
__CONFIG_SPARC_V9__ => __TARGET_sparc__,0,0,0,0,0,
__CONFIG_CLASSIC__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__LDSO_SEARCH_INTERP_PATH__ => __HAVE_SHARED__,0,0,0,0,0,
__ARCH_WANTS_LITTLE_ENDIAN__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__DODEBUG_PT__ => __LINUXTHREADS_OLD__,0,0,0,1,0,
__UCLIBC_FORMAT_ELF__ => __LINKRELAX__,0,0,0,0,0,
__UCLIBC_FORMAT_DSBT_ELF__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_486__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_SH2__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__CONFIG_SH2__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__DO_C99_MATH__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_STRICT_HEADERS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_vax__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_HAS_FENV__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_sh64__,0,0,0,0,0,
__CONFIG_SH2A__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__TARGET_v850__ => __HAVE_NO_PIC__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_PRINTF_M_SPEC__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_FORMAT_FLAT_SEP_DATA__,0,0,0,0,0,
__CONFIG_NEHEMIAH__ => __TARGET_i386__,0,0,0,0,0,
__UCLIBC_HAS_GLIBC_DIGIT_GROUPING__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_FDPIC_ELF__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__UCLIBC_BUILD_PIE__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_FORMAT_DSBT_ELF__,0,0,0,0,0,
__LDSO_CACHE_SUPPORT__ => __HAVE_SHARED__,0,0,0,0,0,
__ARCH_HAS_BWD_MEMCPY__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_ELAN__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__CONFIG_H8300H__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__UCLIBC_HAS_RPC__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__ARCH_BIG_ENDIAN__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__LDSO_CACHE_SUPPORT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_GLIBC_CUSTOM_PRINTF__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_SHA256_CRYPT_IMPL__,0,0,0,0,0,
__CONFIG_MIPS_ISA_2__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__CONFIG_SH2A__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__UCLIBC_FORMAT_FDPIC_ELF__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__USE_OLD_VFPRINTF__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FTS__,0,0,0,0,0,
__CONFIG_GENERIC_C6X__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__UCLIBC_HAS_CTYPE_SIGNED__ => __UCLIBC_HAS_CTYPE_TABLES__,1,0,0,0,0,
__TARGET_nios__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FOPEN_EXCLUSIVE_MODE__,0,0,0,0,0,
__LDSO_PRELINK_SUPPORT__ => __LDSO_STANDALONE_SUPPORT__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_CRUSOE__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_x86_64__,0,0,0,0,0,
